ko:K14021	hsa:578
ko:K22756	hsa:286053
ko:K22758	hsa:51142
ko:K22751	hsa:9139
ko:K22764	hsa:84314
ko:K22760	hsa:51523
ko:K22752	hsa:863
ko:K24838	hsa:154865
ko:K01415	hsa:9718
ko:K22733	hsa:81614
ko:K22826	hsa:493861
ko:K22682	hsa:348174
ko:K01076	hsa:81926
ko:K01076	hsa:51104
ko:K22829	hsa:55013
ko:K22830	hsa:91689
ko:K22753	hsa:6049
ko:K01076	hsa:58489
ko:K22868	hsa:89891
ko:K22866	hsa:255758
ko:K22754	hsa:57674
ko:K22858	hsa:23247
ko:K22870	hsa:23090
ko:K22869	hsa:55112
ko:K22867	hsa:51524
ko:K22863	hsa:51057
ko:K22816	hsa:10695
ko:K22816	hsa:245812
ko:K22861	hsa:80199
ko:K22860	hsa:79363
ko:K22856	hsa:399818
ko:K01415	hsa:110599583
ko:K22857	hsa:110599583
ko:K22855	hsa:221143
ko:K22828	hsa:221154
ko:K22763	hsa:51029
ko:K22805	hsa:151354
ko:K22766	hsa:63979
ko:K22679	hsa:10220
ko:K22689	hsa:83729
ko:K22827	hsa:10367
ko:K22806	hsa:23514
ko:K22762	hsa:27351
ko:K22804	hsa:79677
ko:K07560	hsa:112487
ko:K01013	hsa:100131187
ko:K22865	hsa:9786
ko:K22682	hsa:497190
ko:K00614	hsa:751071
ko:K24044	hsa:285190
ko:K24044	hsa:400966
ko:K24044	hsa:653489
ko:K24044	hsa:727851
ko:K24044	hsa:729540
ko:K24044	hsa:729857
ko:K24044	hsa:84220
ko:K22817	hsa:197370
ko:K22746	hsa:57019
ko:K22864	hsa:80210
ko:K22862	hsa:27152
ko:K22701	hsa:8794
ko:K22702	hsa:8793
ko:K26119	hsa:345643
ko:K22843	hsa:254013
ko:K22857	hsa:110599564
ko:K22823	hsa:56160
ko:K22765	hsa:65062
ko:K16639	hsa:51110
ko:K22859	hsa:65250
ko:K22825	hsa:54780
ko:K22824	hsa:9589
ko:K22761	hsa:201973
ko:K23010	hsa:115209
ko:K22810	hsa:157638
ko:K24270	hsa:26136
ko:K00810	hsa:29914
ko:K22904	hsa:403313
ko:K22910	hsa:25962
ko:K22909	hsa:23091
ko:K23330	hsa:8216
ko:K22900	hsa:51531
ko:K14887	hsa:94162
ko:K24127	hsa:10916
ko:K24229	hsa:56683
ko:K25734	hsa:6447
ko:K04257	hsa:79334
ko:K22913	hsa:9896
ko:K04257	hsa:81458
ko:K05018	hsa:1188
ko:K24045	hsa:133746
ko:K24687	hsa:54469
ko:K26006	hsa:27249
ko:K23126	hsa:414325
ko:K23126	hsa:55894
ko:K24065	hsa:54212
ko:K12332	hsa:797
ko:K25472	hsa:158297
ko:K23106	hsa:57817
ko:K23141	hsa:283869
ko:K23142	hsa:7349
ko:K27110	hsa:124900552
ko:K27110	hsa:124900358
ko:K27112	hsa:124900450
ko:K27113	hsa:692207
ko:K05046	hsa:6540
ko:K23089	hsa:8839
ko:K23098	hsa:84870
ko:K23081	hsa:729438
ko:K23824	hsa:9766
ko:K23116	hsa:220296
ko:K23090	hsa:8838
ko:K24095	hsa:11188
ko:K23823	hsa:26032
ko:K23143	hsa:113091
ko:K24782	hsa:92421
ko:K23140	hsa:3814
ko:K23151	hsa:124512
ko:K23096	hsa:56963
ko:K10258	hsa:9524
ko:K04011	hsa:1379
ko:K24355	hsa:91522
ko:K24401	hsa:439921
ko:K26442	hsa:56955
ko:K23115	hsa:80185
ko:K23112	hsa:221927
ko:K27132	hsa:767595
ko:K23113	hsa:23347
ko:K23080	hsa:652968
ko:K23092	hsa:4081
ko:K23097	hsa:340419
ko:K23099	hsa:343637
ko:K23114	hsa:79624
ko:K23125	hsa:1672
ko:K23087	hsa:7980
ko:K23088	hsa:64220
ko:K23091	hsa:79412
ko:K23091	hsa:83999
ko:K23093	hsa:79650
ko:K26159	hsa:79706
ko:K24048	hsa:51678
ko:K24516	hsa:347365
ko:K24330	hsa:400709
ko:K24384	hsa:23119
ko:K24551	hsa:55653
ko:K04710	hsa:10715
ko:K23167	hsa:10493
ko:K23205	hsa:51078
ko:K23207	hsa:152815
ko:K23211	hsa:57215
ko:K24213	hsa:338872
ko:K23194	hsa:54815
ko:K23194	hsa:57459
ko:K23164	hsa:84816
ko:K25414	hsa:4902
ko:K23204	hsa:83591
ko:K23193	hsa:23040
ko:K24685	hsa:130617
ko:K24685	hsa:90637
ko:K23196	hsa:10472
ko:K24682	hsa:374308
ko:K23226	hsa:23314
ko:K23217	hsa:26040
ko:K23215	hsa:54880
ko:K23214	hsa:26053
ko:K23218	hsa:10771
ko:K23216	hsa:55209
ko:K23221	hsa:203245
ko:K23223	hsa:83449
ko:K23224	hsa:54558
ko:K23225	hsa:6304
ko:K23818	hsa:8406
ko:K23166	hsa:80207
ko:K23331	hsa:80067
ko:K23333	hsa:64777
ko:K23333	hsa:64795
ko:K23168	hsa:83636
ko:K23346	hsa:126695
ko:K23165	hsa:790955
ko:K10480	hsa:284697
ko:K23495	hsa:81554
ko:K23206	hsa:168451
ko:K23195	hsa:10664
ko:K23206	hsa:199745
ko:K23203	hsa:90326
ko:K23203	hsa:55145
ko:K24653	hsa:317662
ko:K23213	hsa:23309
ko:K23219	hsa:55777
ko:K23208	hsa:80764
ko:K23209	hsa:79725
ko:K23326	hsa:8812
ko:K23220	hsa:55791
ko:K23210	hsa:56906
ko:K23285	hsa:51454
ko:K23314	hsa:55135
ko:K25304	hsa:27297
ko:K07119	hsa:284273
ko:K23266	hsa:5920
ko:K23267	hsa:325
ko:K23286	hsa:65065
ko:K23296	hsa:55846
ko:K23299	hsa:57590
ko:K23312	hsa:79991
ko:K23313	hsa:100134934
ko:K24049	hsa:4356
ko:K23332	hsa:89970
ko:K23334	hsa:10048
ko:K23337	hsa:4289
ko:K23289	hsa:7260
ko:K23339	hsa:51646
ko:K23338	hsa:54994
ko:K23286	hsa:23218
ko:K23324	hsa:128178
ko:K23317	hsa:4520
ko:K23340	hsa:83590
ko:K23341	hsa:10613
ko:K23292	hsa:80856
ko:K23334	hsa:57610
ko:K23297	hsa:144577
ko:K23282	hsa:9842
ko:K23336	hsa:25852
ko:K23325	hsa:26608
ko:K23311	hsa:80169
ko:K23343	hsa:28952
ko:K24331	hsa:375033
ko:K23328	hsa:1758
ko:K23340	hsa:79089
ko:K23341	hsa:11160
ko:K24049	hsa:143098
ko:K23335	hsa:79018
ko:K23353	hsa:27295
ko:K23353	hsa:64236
ko:K23353	hsa:8572
ko:K23353	hsa:9124
ko:K19867	hsa:10611
ko:K19867	hsa:9260
ko:K26454	hsa:8099
ko:K23354	hsa:3987
ko:K23354	hsa:55679
ko:K26456	hsa:26115
ko:K23355	hsa:22846
ko:K23355	hsa:79805
ko:K24525	hsa:131034
ko:K26456	hsa:85461
ko:K23357	hsa:374969
ko:K23342	hsa:2201
ko:K23342	hsa:84467
ko:K25690	hsa:129521
ko:K23344	hsa:65992
ko:K23345	hsa:11146
ko:K23268	hsa:64115
ko:K23327	hsa:51501
ko:K27114	hsa:692210
ko:K26457	hsa:266743
ko:K26458	hsa:55922
ko:K23278	hsa:117245
ko:K23308	hsa:26747
ko:K23295	hsa:11133
ko:K23309	hsa:9326
ko:K23310	hsa:84295
ko:K23283	hsa:23623
ko:K23284	hsa:10882
ko:K23284	hsa:338761
ko:K23284	hsa:389941
ko:K23281	hsa:26276
ko:K23405	hsa:728597
ko:K23234	hsa:64577
ko:K23287	hsa:63894
ko:K23288	hsa:55610
ko:K23290	hsa:55690
ko:K23294	hsa:23241
ko:K23293	hsa:55177
ko:K23298	hsa:23334
ko:K27117	hsa:619571
ko:K23439	hsa:84871
ko:K23442	hsa:258
ko:K23443	hsa:265
ko:K23443	hsa:266
ko:K23387	hsa:51608
ko:K23379	hsa:80144
ko:K23390	hsa:7917
ko:K23410	hsa:3273
ko:K23369	hsa:54507
ko:K23444	hsa:10117
ko:K23403	hsa:220082
ko:K23389	hsa:100144748
ko:K23804	hsa:54856
ko:K23424	hsa:84899
ko:K23424	hsa:160418
ko:K23429	hsa:647174
ko:K23430	hsa:5276
ko:K23435	hsa:23287
ko:K23400	hsa:341019
ko:K23413	hsa:3730
ko:K23437	hsa:340351
ko:K23440	hsa:646960
ko:K23441	hsa:4485
ko:K23406	hsa:124944
ko:K23407	hsa:57798
ko:K23424	hsa:83857
ko:K24358	hsa:136227
ko:K23422	hsa:10816
ko:K23423	hsa:391253
ko:K23438	hsa:60509
ko:K23418	hsa:6691
ko:K23368	hsa:9321
ko:K23380	hsa:158326
ko:K23408	hsa:83879
ko:K23419	hsa:27290
ko:K23402	hsa:25776
ko:K23401	hsa:163183
ko:K23405	hsa:51473
ko:K23399	hsa:23269
ko:K23409	hsa:197
ko:K23411	hsa:26998
ko:K23424	hsa:160335
ko:K23420	hsa:11005
ko:K23425	hsa:1992
ko:K23421	hsa:10653
ko:K23404	hsa:202018
ko:K23417	hsa:6690
ko:K23412	hsa:5274
ko:K23803	hsa:55249
ko:K24212	hsa:114902
ko:K23436	hsa:123624
ko:K23437	hsa:79841
ko:K25637	hsa:146852
ko:K24046	hsa:22837
ko:K23362	hsa:65258
ko:K22888	hsa:375607
ko:K27062	hsa:137868
ko:K23455	hsa:1295
ko:K23455	hsa:1296
ko:K23969	hsa:257019
ko:K23498	hsa:91574
ko:K23790	hsa:2950
ko:K23635	hsa:58189
ko:K23471	hsa:8935
ko:K05746	hsa:55740
ko:K06274	hsa:7408
ko:K23487	hsa:51466
ko:K24779	hsa:79038
ko:K23540	hsa:27333
ko:K23542	hsa:147007
ko:K23449	hsa:10345
ko:K23456	hsa:755
ko:K23482	hsa:1413
ko:K23482	hsa:1414
ko:K23482	hsa:1417
ko:K23483	hsa:1420
ko:K23457	hsa:1041
ko:K23483	hsa:1427
ko:K23483	hsa:155051
ko:K23483	hsa:1418
ko:K23543	hsa:84317
ko:K23966	hsa:57018
ko:K23966	hsa:81669
ko:K23499	hsa:55005
ko:K23502	hsa:119559
ko:K23504	hsa:84947
ko:K23506	hsa:84334
ko:K23507	hsa:125170
ko:K23507	hsa:54471
ko:K25729	hsa:6247
ko:K23541	hsa:55858
ko:K23532	hsa:115825
ko:K23978	hsa:285148
ko:K23583	hsa:3839
ko:K23583	hsa:3840
ko:K23468	hsa:844
ko:K23496	hsa:51335
ko:K23505	hsa:51300
ko:K23503	hsa:94097
ko:K23501	hsa:118980
ko:K23551	hsa:6624
ko:K23554	hsa:23151
ko:K23559	hsa:406981
ko:K23555	hsa:64788
ko:K23582	hsa:27086
ko:K15042	hsa:23633
ko:K15042	hsa:3841
ko:K23581	hsa:6659
ko:K23585	hsa:8542
ko:K15043	hsa:402569
ko:K23567	hsa:83460
ko:K23566	hsa:93380
ko:K23572	hsa:407042
ko:K23574	hsa:1690
ko:K23577	hsa:3488
ko:K23607	hsa:8577
ko:K23588	hsa:4302
ko:K23588	hsa:8028
ko:K23539	hsa:84747
ko:K06910	hsa:5037
ko:K05692	hsa:71
ko:K23533	hsa:158038
ko:K23579	hsa:3489
ko:K23580	hsa:3490
ko:K24083	hsa:84945
ko:K23533	hsa:645191
ko:K23497	hsa:26995
ko:K23559	hsa:406980
ko:K23565	hsa:51234
ko:K05853	hsa:488
ko:K23450	hsa:3270
ko:K23483	hsa:1419
ko:K23483	hsa:1421
ko:K23482	hsa:1411
ko:K23482	hsa:1412
ko:K23490	hsa:1528
ko:K23490	hsa:80777
ko:K23460	hsa:1121
ko:K23460	hsa:1122
ko:K23500	hsa:81855
ko:K23500	hsa:94081
ko:K23482	hsa:1415
ko:K23388	hsa:164153
ko:K23531	hsa:9478
ko:K23480	hsa:149076
ko:K23531	hsa:51475
ko:K23531	hsa:57010
ko:K23531	hsa:56344
ko:K23484	hsa:1785
ko:K23491	hsa:1501
ko:K23480	hsa:171017
ko:K26675	hsa:401024
ko:K23538	hsa:55531
ko:K23533	hsa:339398
ko:K23538	hsa:255520
ko:K23708	hsa:8470
ko:K23568	hsa:56851
ko:K23539	hsa:9094
ko:K23538	hsa:84173
ko:K25428	hsa:9211
ko:K23570	hsa:284361
ko:K23571	hsa:4856
ko:K23552	hsa:27315
ko:K23575	hsa:3485
ko:K23971	hsa:90167
ko:K23553	hsa:93210
ko:K23576	hsa:3487
ko:K23578	hsa:3484
ko:K23680	hsa:130814
ko:K23678	hsa:54896
ko:K23649	hsa:10006
ko:K23589	hsa:5858
ko:K23623	hsa:90199
ko:K23624	hsa:89932
ko:K23637	hsa:140686
ko:K23638	hsa:6590
ko:K23639	hsa:149708
ko:K23612	hsa:8976
ko:K23593	hsa:144568
ko:K23595	hsa:5918
ko:K23611	hsa:140775
ko:K23619	hsa:340267
ko:K23621	hsa:117166
ko:K23621	hsa:124857
ko:K23616	hsa:342371
ko:K23616	hsa:6310
ko:K11803	hsa:139170
ko:K11803	hsa:340578
ko:K23663	hsa:730094
ko:K23677	hsa:124976
ko:K23677	hsa:201305
ko:K23620	hsa:259
ko:K23664	hsa:1954
ko:K23679	hsa:80148
ko:K23704	hsa:375056
ko:K23625	hsa:11273
ko:K23625	hsa:6311
ko:K23636	hsa:10406
ko:K24063	hsa:6640
ko:K23626	hsa:54876
ko:K23640	hsa:140870
ko:K23642	hsa:5266
ko:K23641	hsa:128488
ko:K23628	hsa:254173
ko:K24595	hsa:65117
ko:K23643	hsa:124801
ko:K23677	hsa:83985
ko:K23594	hsa:56925
ko:K23613	hsa:408187
ko:K23609	hsa:203228
ko:K24517	hsa:168667
ko:K23605	hsa:4088
ko:K24272	hsa:8562
ko:K17683	hsa:1549
ko:K25076	hsa:154288
ko:K24498	hsa:6653
ko:K24006	hsa:5066
ko:K23603	hsa:404203
ko:K23603	hsa:643394
ko:K23603	hsa:84651
ko:K24514	hsa:3700
ko:K23596	hsa:27344
ko:K23600	hsa:23435
ko:K23610	hsa:55255
ko:K24509	hsa:200403
ko:K23617	hsa:80221
ko:K11799	hsa:285429
ko:K11799	hsa:138009
ko:K23622	hsa:100526773
ko:K24525	hsa:27132
ko:K24065	hsa:54221
ko:K24061	hsa:51248
ko:K24059	hsa:79849
ko:K23695	hsa:2886
ko:K23713	hsa:246329
ko:K23714	hsa:152503
ko:K23697	hsa:126669
ko:K23697	hsa:56961
ko:K23697	hsa:6461
ko:K23697	hsa:90525
ko:K23716	hsa:254778
ko:K23687	hsa:54453
ko:K25642	hsa:257044
ko:K23698	hsa:6503
ko:K23698	hsa:84174
ko:K23707	hsa:64092
ko:K23712	hsa:342667
ko:K23727	hsa:253782
ko:K25543	hsa:79411
ko:K23727	hsa:91012
ko:K24626	hsa:139322
ko:K24031	hsa:7112
ko:K23702	hsa:346389
ko:K23703	hsa:4253
ko:K23706	hsa:54440
ko:K23689	hsa:10045
ko:K23690	hsa:10044
ko:K23687	hsa:79890
ko:K23694	hsa:10750
ko:K14683	hsa:142680
ko:K23709	hsa:10174
ko:K23688	hsa:8412
ko:K23717	hsa:9962
ko:K23720	hsa:57654
ko:K23710	hsa:51225
ko:K23705	hsa:23328
ko:K23715	hsa:79729
ko:K23711	hsa:6769
ko:K06071	hsa:5585
ko:K23691	hsa:5586
ko:K23692	hsa:29941
ko:K23693	hsa:124093
ko:K23696	hsa:2888
ko:K23699	hsa:84941
ko:K23739	hsa:80851
ko:K23733	hsa:115948
ko:K23739	hsa:9467
ko:K06459	hsa:927
ko:K23760	hsa:6274
ko:K10384	hsa:2312
ko:K21126	hsa:338324
ko:K23770	hsa:6285
ko:K23782	hsa:134265
ko:K24224	hsa:55779
ko:K24064	hsa:6645
ko:K24047	hsa:339768
ko:K23795	hsa:26034
ko:K20072	hsa:50619
ko:K23718	hsa:6651
ko:K23740	hsa:83442
ko:K23765	hsa:6282
ko:K23730	hsa:55036
ko:K24230	hsa:85016
ko:K23740	hsa:6451
ko:K23731	hsa:388389
ko:K23759	hsa:6273
ko:K23740	hsa:6450
ko:K23740	hsa:83699
ko:K23780	hsa:139716
ko:K23761	hsa:6275
ko:K23756	hsa:116285
ko:K24360	hsa:81832
ko:K23755	hsa:9997
ko:K23762	hsa:6276
ko:K23781	hsa:11033
ko:K23781	hsa:55803
ko:K23783	hsa:10256
ko:K23784	hsa:154043
ko:K23766	hsa:6283
ko:K23765	hsa:6284
ko:K23791	hsa:144717
ko:K23793	hsa:22822
ko:K23793	hsa:23612
ko:K23793	hsa:7262
ko:K23767	hsa:57402
ko:K23769	hsa:126637
ko:K24032	hsa:9644
ko:K24731	hsa:1762
ko:K24032	hsa:285590
ko:K23802	hsa:114823
ko:K04497	hsa:102723796
ko:K04497	hsa:7088
ko:K04497	hsa:7089
ko:K04497	hsa:7090
ko:K04497	hsa:7091
ko:K04497	hsa:79816
ko:K23791	hsa:150368
ko:K22039	hsa:100126572
ko:K23728	hsa:85478
ko:K23826	hsa:92610
ko:K23829	hsa:10318
ko:K12491	hsa:119016
ko:K12491	hsa:414189
ko:K12491	hsa:642517
ko:K12491	hsa:729092
ko:K14010	hsa:133022
ko:K23742	hsa:7404
ko:K23757	hsa:388697
ko:K23816	hsa:10877
ko:K23817	hsa:81494
ko:K23729	hsa:339829
ko:K23835	hsa:497189
ko:K23836	hsa:79931
ko:K23798	hsa:84904
ko:K23741	hsa:11253
ko:K23735	hsa:387787
ko:K23751	hsa:11078
ko:K23782	hsa:84632
ko:K23868	hsa:339145
ko:K23868	hsa:137392
ko:K23794	hsa:23187
ko:K23794	hsa:653583
ko:K23794	hsa:90102
ko:K23758	hsa:6271
ko:K23815	hsa:10878
ko:K23815	hsa:3078
ko:K23815	hsa:3080
ko:K23764	hsa:6277
ko:K23768	hsa:140576
ko:K23792	hsa:23164
ko:K23796	hsa:59338
ko:K23796	hsa:59339
ko:K23797	hsa:22874
ko:K23797	hsa:54477
ko:K23797	hsa:57664
ko:K23771	hsa:6286
ko:K23772	hsa:170591
ko:K23819	hsa:64420
ko:K23820	hsa:56241
ko:K23821	hsa:203328
ko:K23800	hsa:152002
ko:K23822	hsa:55061
ko:K26356	hsa:7462
ko:K24218	hsa:114905
ko:K10395	hsa:24137
ko:K24067	hsa:30851
ko:K19936	hsa:7447
ko:K23850	hsa:49860
ko:K23854	hsa:64168
ko:K23849	hsa:83698
ko:K23846	hsa:3208
ko:K23847	hsa:3241
ko:K24035	hsa:9546
ko:K23854	hsa:54550
ko:K23854	hsa:63941
ko:K23855	hsa:30820
ko:K23855	hsa:30819
ko:K19404	hsa:149998
ko:K24069	hsa:57605
ko:K25394	hsa:283232
ko:K24069	hsa:83394
ko:K24068	hsa:84465
ko:K24874	hsa:390259
ko:K24175	hsa:84975
ko:K24069	hsa:9600
ko:K23797	hsa:144100
ko:K23845	hsa:26128
ko:K23960	hsa:57721
ko:K24338	hsa:129684
ko:K25350	hsa:285016
ko:K23867	hsa:1893
ko:K23859	hsa:64857
ko:K23859	hsa:26030
ko:K23858	hsa:79666
ko:K23855	hsa:30818
ko:K23855	hsa:80333
ko:K07249	hsa:220
ko:K23851	hsa:64800
ko:K23863	hsa:28962
ko:K23864	hsa:25953
ko:K23844	hsa:26012
ko:K23849	hsa:164633
ko:K23860	hsa:153478
ko:K26163	hsa:135138
ko:K23853	hsa:90141
ko:K26164	hsa:79608
ko:K26165	hsa:79096
ko:K26166	hsa:51203
ko:K26168	hsa:3547
ko:K25640	hsa:80739
ko:K24227	hsa:79846
ko:K23894	hsa:84879
ko:K23902	hsa:10016
ko:K23895	hsa:388931
ko:K23904	hsa:641649
ko:K23893	hsa:10186
ko:K23893	hsa:340596
ko:K23903	hsa:79953
ko:K23893	hsa:10184
ko:K23893	hsa:222662
ko:K23893	hsa:375323
ko:K23893	hsa:375612
ko:K23906	hsa:646658
ko:K23907	hsa:259236
ko:K23905	hsa:553115
ko:K23879	hsa:2896
ko:K23896	hsa:80863
ko:K23897	hsa:112476
ko:K23972	hsa:83786
ko:K23898	hsa:5954
ko:K23900	hsa:57333
ko:K23899	hsa:5955
ko:K23901	hsa:813
ko:K23885	hsa:55847
ko:K23886	hsa:284106
ko:K23883	hsa:57724
ko:K23884	hsa:51322
ko:K25648	hsa:84073
ko:K23878	hsa:79719
ko:K24539	hsa:55689
ko:K14735	hsa:341208
ko:K25139	hsa:55780
ko:K23880	hsa:54463
ko:K23880	hsa:79137
ko:K23880	hsa:162427
ko:K23881	hsa:9895
ko:K23882	hsa:493856
ko:K23918	hsa:91624
ko:K23920	hsa:2259
ko:K14276	hsa:26863
ko:K14276	hsa:26870
ko:K14276	hsa:6060
ko:K14276	hsa:26869
ko:K14276	hsa:26871
ko:K14276	hsa:26864
ko:K14276	hsa:101954273
ko:K14279	hsa:26831
ko:K24197	hsa:347252
ko:K23950	hsa:54551
ko:K23284	hsa:165257
ko:K23951	hsa:54808
ko:K23956	hsa:9758
ko:K23952	hsa:203547
ko:K23958	hsa:64423
ko:K23964	hsa:92002
ko:K24317	hsa:8888
ko:K23923	hsa:25801
ko:K23924	hsa:6717
ko:K23921	hsa:80303
ko:K23922	hsa:79180
ko:K25606	hsa:140850
ko:K23929	hsa:151651
ko:K23967	hsa:57468
ko:K14427	hsa:6560
ko:K26401	hsa:10043
ko:K23908	hsa:794
ko:K23912	hsa:11167
ko:K23963	hsa:57669
ko:K23970	hsa:23150
ko:K23970	hsa:55691
ko:K24053	hsa:160622
ko:K14427	hsa:9990
ko:K23909	hsa:828
ko:K23909	hsa:133690
ko:K23965	hsa:83861
ko:K26169	hsa:79957
ko:K23969	hsa:84978
ko:K23909	hsa:84698
ko:K23910	hsa:7036
ko:K23911	hsa:5949
ko:K23913	hsa:10272
ko:K05812	hsa:285605
ko:K23914	hsa:23105
ko:K23915	hsa:56884
ko:K24064	hsa:6641
ko:K24052	hsa:282996
ko:K23925	hsa:654231
ko:K23925	hsa:4951
ko:K23926	hsa:5816
ko:K24744	hsa:22884
ko:K23927	hsa:126638
ko:K23928	hsa:10590
ko:K23954	hsa:22844
ko:K23955	hsa:143162
ko:K23957	hsa:114793
ko:K23957	hsa:752
ko:K23957	hsa:91010
ko:K23937	hsa:8677
ko:K23938	hsa:29109
ko:K23939	hsa:80206
ko:K24225	hsa:220136
ko:K23959	hsa:84443
ko:K23940	hsa:3836
ko:K06911	hsa:8544
ko:K23917	hsa:79983
ko:K23919	hsa:89795
ko:K23931	hsa:286077
ko:K22696	hsa:85002
ko:K23930	hsa:84985
ko:K23930	hsa:222584
ko:K23930	hsa:128876
ko:K23930	hsa:54854
ko:K23961	hsa:2036
ko:K23930	hsa:113828
ko:K23930	hsa:644815
ko:K24198	hsa:124912
ko:K23961	hsa:2037
ko:K23961	hsa:23136
ko:K23962	hsa:64097
ko:K23932	hsa:6712
ko:K23933	hsa:6315
ko:K23934	hsa:79026
ko:K23934	hsa:113146
ko:K14277	hsa:6066
ko:K14278	hsa:26834
ko:K14278	hsa:26835
ko:K14280	hsa:101954271
ko:K14276	hsa:101954268
ko:K14276	hsa:101954264
ko:K23935	hsa:64746
ko:K24047	hsa:83715
ko:K24019	hsa:2217
ko:K24024	hsa:219790
ko:K24024	hsa:6242
ko:K24884	hsa:139324
ko:K25616	hsa:132851
ko:K26313	hsa:692198
ko:K24055	hsa:57554
ko:K24054	hsa:57120
ko:K24022	hsa:51177
ko:K24022	hsa:80301
ko:K24029	hsa:55239
ko:K24023	hsa:55103
ko:K24023	hsa:9649
ko:K24050	hsa:9231
ko:K25606	hsa:613211
ko:K24048	hsa:4355
ko:K25606	hsa:613210
ko:K24051	hsa:83932
ko:K24476	hsa:10148
ko:K24653	hsa:25854
ko:K26170	hsa:344838
ko:K25382	hsa:54964
ko:K24231	hsa:3805
ko:K24232	hsa:57292
ko:K24234	hsa:8302
ko:K26747	hsa:26175
ko:K02165	hsa:27121
ko:K14910	hsa:124900419
ko:K24612	hsa:105373297
ko:K24613	hsa:100271846
ko:K24613	hsa:147664
ko:K26320	hsa:677823
ko:K25360	hsa:83854
ko:K23994	hsa:133308
ko:K25531	hsa:284067
ko:K24360	hsa:81831
ko:K25606	hsa:400830
ko:K25430	hsa:163175
ko:K25544	hsa:151647
ko:K25613	hsa:23506
ko:K25606	hsa:503614
ko:K25719	hsa:5343
ko:K25720	hsa:84279
ko:K14910	hsa:124900175
ko:K25828	hsa:57658
ko:K25419	hsa:6991
ko:K24614	hsa:100288413
ko:K05954	hsa:100529261
ko:K25050	hsa:79022
ko:K24886	hsa:165186
ko:K25606	hsa:245938
ko:K01986	hsa:100008587
ko:K01986	hsa:106632260
ko:K01986	hsa:109864281
ko:K01986	hsa:109910381
ko:K01986	hsa:109864274
ko:K14277	hsa:124900915
ko:K25606	hsa:245930
ko:K24980	hsa:1617
ko:K24980	hsa:1618
ko:K24980	hsa:57054
ko:K24980	hsa:57055
ko:K24980	hsa:57135
ko:K26312	hsa:124900542
ko:K26320	hsa:124900438
ko:K26320	hsa:109616959
ko:K25077	hsa:441161
ko:K24886	hsa:23116
ko:K26255	hsa:2012
ko:K25606	hsa:245936
ko:K25546	hsa:128153
ko:K25367	hsa:130574
ko:K26171	hsa:27346
ko:K09175	hsa:64864
ko:K19404	hsa:200879
ko:K24615	hsa:2086
ko:K26309	hsa:124900323
ko:K26309	hsa:124900460
ko:K26309	hsa:124900481
ko:K24489	hsa:83856
ko:K24962	hsa:57003
ko:K24246	hsa:11117
ko:K25080	hsa:375316
ko:K26266	hsa:90378
ko:K24309	hsa:200424
ko:K24851	hsa:7701
ko:K25532	hsa:9576
ko:K24641	hsa:100381270
ko:K24361	hsa:26577
ko:K26084	hsa:283677
ko:K10164	hsa:388112
ko:K24146	hsa:646
ko:K25608	hsa:402160
ko:K25607	hsa:85452
ko:K25443	hsa:83450
ko:K24385	hsa:55892
ko:K14280	hsa:124901516
ko:K24466	hsa:100996763
ko:K25606	hsa:641517
ko:K24828	hsa:150082
ko:K25830	hsa:27443
ko:K25514	hsa:147650
ko:K25432	hsa:10234
ko:K06087	hsa:9069
ko:K09229	hsa:110354863
ko:K25361	hsa:53346
ko:K24154	hsa:402682
ko:K25726	hsa:140902
ko:K24475	hsa:64100
ko:K24727	hsa:57462
ko:K25208	hsa:122416
ko:K24627	hsa:2620
ko:K24869	hsa:49855
ko:K24363	hsa:26470
ko:K14914	hsa:677826
ko:K24875	hsa:120237
ko:K24369	hsa:55906
ko:K24814	hsa:54497
ko:K25605	hsa:9275
ko:K25628	hsa:255394
ko:K25866	hsa:10726
ko:K24474	hsa:100131137
ko:K09298	hsa:10481
ko:K24669	hsa:23569
ko:K25420	hsa:343521
ko:K25691	hsa:594857
ko:K25728	hsa:5068
ko:K25728	hsa:130120
ko:K25433	hsa:116842
ko:K25606	hsa:140881
ko:K23439	hsa:79656
ko:K04095	hsa:11153
ko:K24525	hsa:9362
ko:K14887	hsa:94163
ko:K12800	hsa:114548
ko:K25856	hsa:10620
ko:K01106	hsa:3632
ko:K25370	hsa:399968
ko:K25405	hsa:388531
ko:K25210	hsa:10314
ko:K24650	hsa:10362
ko:K25644	hsa:219621
ko:K24722	hsa:126820
ko:K25375	hsa:51297
ko:K25359	hsa:23452
ko:K25228	hsa:25906
ko:K25469	hsa:117156
ko:K24103	hsa:167127
ko:K19406	hsa:340654
ko:K24103	hsa:133688
ko:K24242	hsa:115024
ko:K25630	hsa:84075
ko:K25636	hsa:113746
ko:K15903	hsa:84520
ko:K25529	hsa:284359
ko:K26311	hsa:26787
ko:K25372	hsa:83639
ko:K24690	hsa:152098
ko:K25407	hsa:4238
ko:K24930	hsa:148014
ko:K26310	hsa:26791
ko:K26809	hsa:402415
ko:K24733	hsa:222229
ko:K26402	hsa:9697
ko:K24931	hsa:55761
ko:K26581	hsa:146212
ko:K24964	hsa:84162
ko:K25350	hsa:389658
ko:K25070	hsa:56986
ko:K26291	hsa:124904795
ko:K25376	hsa:92747
ko:K25041	hsa:54852
ko:K14884	hsa:26797
