MicrobeID,Phylum,Kingdom,Host,Oxygen Requirement
Salmonella_enterica_subsp_enterica_serovar_Montevideo_str_531954,Proteobacteria,Bacteria,Human,Facultative anaerobe
Salmonella_enterica_subsp_enterica_serovar_Montevideo_str_556152,Proteobacteria,Bacteria,Human,Facultative anaerobe
Salmonella_enterica_subsp_enterica_serovar_Montevideo_str_609460,Proteobacteria,Bacteria,Human,Facultative anaerobe
Salmonella_enterica_subsp_enterica_serovar_Montevideo_str_80959_06,Proteobacteria,Bacteria,Human,Facultative anaerobe
Salmonella_enterica_subsp_enterica_serovar_Montevideo_str_ATCC_BAA710,Proteobacteria,Bacteria,Human,Facultative anaerobe
Salmonella_enterica_subsp_enterica_serovar_Montevideo_str_CT_02035278,Proteobacteria,Bacteria,Human,Facultative anaerobe
Salmonella_enterica_subsp_enterica_serovar_Montevideo_str_CT_02035318,Proteobacteria,Bacteria,Human,Facultative anaerobe
Salmonella_enterica_subsp_enterica_serovar_Montevideo_str_CT_02035320,Proteobacteria,Bacteria,Human,Facultative anaerobe
Salmonella_enterica_subsp_enterica_serovar_Montevideo_str_CT_02035321,Proteobacteria,Bacteria,Human,Facultative anaerobe
Salmonella_enterica_subsp_enterica_serovar_Montevideo_str_CT_02035327,Proteobacteria,Bacteria,Human,Facultative anaerobe
Salmonella_enterica_subsp_enterica_serovar_Montevideo_str_IA_2010008286,Proteobacteria,Bacteria,Human,Facultative anaerobe
Salmonella_enterica_subsp_enterica_serovar_Montevideo_str_LQC_10,Proteobacteria,Bacteria,Human,Facultative anaerobe
Salmonella_enterica_subsp_enterica_serovar_Montevideo_str_SARB30,Proteobacteria,Bacteria,Human,Facultative anaerobe
Salmonella_enterica_subsp_enterica_serovar_Montevideo_str_SARB31,Proteobacteria,Bacteria,Human,Facultative anaerobe
Salmonella_enterica_subsp_enterica_serovar_Muenchen_str_08_1125,Proteobacteria,Bacteria,Human,Facultative anaerobe
Salmonella_enterica_subsp_enterica_serovar_Muenchen_str_2009K_0951,Proteobacteria,Bacteria,Human,Facultative anaerobe
Salmonella_enterica_subsp_enterica_serovar_Newport_str_CVM_19443,Proteobacteria,Bacteria,Human,Facultative anaerobe
Salmonella_enterica_subsp_enterica_serovar_Newport_str_CVM_19447,Proteobacteria,Bacteria,Human,Facultative anaerobe
Salmonella_enterica_subsp_enterica_serovar_Newport_str_CVM_19449,Proteobacteria,Bacteria,Human,Facultative anaerobe
Salmonella_enterica_subsp_enterica_serovar_Newport_str_CVM_19470,Proteobacteria,Bacteria,Human,Facultative anaerobe
Salmonella_enterica_subsp_enterica_serovar_Newport_str_CVM_19536,Proteobacteria,Bacteria,Human,Facultative anaerobe
Salmonella_enterica_subsp_enterica_serovar_Newport_str_CVM_19567,Proteobacteria,Bacteria,Human,Facultative anaerobe
Salmonella_enterica_subsp_enterica_serovar_Newport_str_CVM_19593,Proteobacteria,Bacteria,Human,Facultative anaerobe
Salmonella_enterica_subsp_enterica_serovar_Newport_str_CVM_21538,Proteobacteria,Bacteria,Human,Facultative anaerobe
Salmonella_enterica_subsp_enterica_serovar_Newport_str_CVM_21539,Proteobacteria,Bacteria,Human,Facultative anaerobe
Salmonella_enterica_subsp_enterica_serovar_Newport_str_CVM_21550,Proteobacteria,Bacteria,Human,Facultative anaerobe
Salmonella_enterica_subsp_enterica_serovar_Newport_str_CVM_21554,Proteobacteria,Bacteria,Human,Facultative anaerobe
Salmonella_enterica_subsp_enterica_serovar_Newport_str_CVM_21559,Proteobacteria,Bacteria,Human,Facultative anaerobe
Salmonella_enterica_subsp_enterica_serovar_Newport_str_CVM_22425,Proteobacteria,Bacteria,Human,Facultative anaerobe
Salmonella_enterica_subsp_enterica_serovar_Newport_str_CVM_22513,Proteobacteria,Bacteria,Human,Facultative anaerobe
Salmonella_enterica_subsp_enterica_serovar_Newport_str_CVM_33953,Proteobacteria,Bacteria,Human,Facultative anaerobe
Salmonella_enterica_subsp_enterica_serovar_Newport_str_CVM_35185,Proteobacteria,Bacteria,Human,Facultative anaerobe
Salmonella_enterica_subsp_enterica_serovar_Newport_str_CVM_35188,Proteobacteria,Bacteria,Human,Facultative anaerobe
Salmonella_enterica_subsp_enterica_serovar_Newport_str_CVM_35199,Proteobacteria,Bacteria,Human,Facultative anaerobe
Salmonella_enterica_subsp_enterica_serovar_Newport_str_CVM_35202,Proteobacteria,Bacteria,Human,Facultative anaerobe
Salmonella_enterica_subsp_enterica_serovar_Newport_str_CVM_37978,Proteobacteria,Bacteria,Human,Facultative anaerobe
Salmonella_enterica_subsp_enterica_serovar_Newport_str_CVM_4176,Proteobacteria,Bacteria,Human,Facultative anaerobe
Salmonella_enterica_subsp_enterica_serovar_Newport_str_CVM_N1543,Proteobacteria,Bacteria,Human,Facultative anaerobe
Salmonella_enterica_subsp_enterica_serovar_Newport_str_CVM_N18486,Proteobacteria,Bacteria,Human,Facultative anaerobe
Salmonella_enterica_subsp_enterica_serovar_Newport_str_Henan_3,Proteobacteria,Bacteria,Human,Facultative anaerobe
Salmonella_enterica_subsp_enterica_serovar_Newport_str_JS09102,Proteobacteria,Bacteria,Human,Facultative anaerobe
Salmonella_enterica_subsp_enterica_serovar_Newport_str_Levine_1,Proteobacteria,Bacteria,Human,Facultative anaerobe
Salmonella_enterica_subsp_enterica_serovar_Newport_str_Levine_15,Proteobacteria,Bacteria,Human,Facultative anaerobe
Salmonella_enterica_subsp_enterica_serovar_Newport_str_SH111077,Proteobacteria,Bacteria,Human,Facultative anaerobe
Salmonella_enterica_subsp_enterica_serovar_Newport_str_Shandong_3,Proteobacteria,Bacteria,Human,Facultative anaerobe
Salmonella_enterica_subsp_enterica_serovar_Newport_str_SL254,Proteobacteria,Bacteria,Human,Facultative anaerobe
Salmonella_enterica_subsp_enterica_serovar_Newport_str_SL317,Proteobacteria,Bacteria,Human,Facultative anaerobe
Salmonella_enterica_subsp_enterica_serovar_Paratyphi_A_str_AKU_12601,Proteobacteria,Bacteria,Human,Facultative anaerobe
Salmonella_enterica_subsp_enterica_serovar_Paratyphi_A_str_ATCC_9150,Proteobacteria,Bacteria,Human,Facultative anaerobe
Salmonella_enterica_subsp_enterica_serovar_Paratyphi_A_str_GXS2268,Proteobacteria,Bacteria,Human,Facultative anaerobe
Salmonella_enterica_subsp_enterica_serovar_Paratyphi_A_str_GZ9A00052,Proteobacteria,Bacteria,Human,Facultative anaerobe
Salmonella_enterica_subsp_enterica_serovar_Paratyphi_A_str_JX05_19,Proteobacteria,Bacteria,Human,Facultative anaerobe
Salmonella_enterica_subsp_enterica_serovar_Paratyphi_A_str_ZJ98_53,Proteobacteria,Bacteria,Human,Facultative anaerobe
Salmonella_enterica_subsp_enterica_serovar_Paratyphi_B_str_SPB7,Proteobacteria,Bacteria,Human,Facultative anaerobe
Salmonella_enterica_subsp_enterica_serovar_Paratyphi_C_strain,Proteobacteria,Bacteria,Human,Facultative anaerobe
Salmonella_enterica_subsp_enterica_serovar_Pomona_str_ATCC_10729,Proteobacteria,Bacteria,Human,Facultative anaerobe
Salmonella_enterica_subsp_enterica_serovar_Poona_str_2010K_2244,Proteobacteria,Bacteria,Human,Facultative anaerobe
Salmonella_enterica_subsp_enterica_serovar_Saintpaul_str_SARA23,Proteobacteria,Bacteria,Human,Facultative anaerobe
Salmonella_enterica_subsp_enterica_serovar_Schwarzengrund_str_CVM19633,Proteobacteria,Bacteria,Human,Facultative anaerobe
Salmonella_enterica_subsp_enterica_serovar_Schwarzengrund_str_SL480,Proteobacteria,Bacteria,Human,Facultative anaerobe
Salmonella_enterica_subsp_enterica_serovar_Senftenberg_str_SS209,Proteobacteria,Bacteria,Human,Facultative anaerobe
Salmonella_enterica_subsp_enterica_serovar_Stanley_str_06_0538,Proteobacteria,Bacteria,Human,Facultative anaerobe
Salmonella_enterica_subsp_enterica_serovar_Tennessee_str_CDC07_0191,Proteobacteria,Bacteria,Human,Facultative anaerobe
Salmonella_enterica_subsp_enterica_serovar_Thompson_str_2010K_1863,Proteobacteria,Bacteria,Human,Facultative anaerobe
Salmonella_enterica_subsp_enterica_serovar_Typhi_str_BL196,Proteobacteria,Bacteria,Human,Facultative anaerobe
Salmonella_enterica_subsp_enterica_serovar_Typhi_str_CR0044,Proteobacteria,Bacteria,Human,Facultative anaerobe
Salmonella_enterica_subsp_enterica_serovar_Typhi_str_CT18,Proteobacteria,Bacteria,Human,Facultative anaerobe
Salmonella_enterica_subsp_enterica_serovar_Typhi_str_E98_3139,Proteobacteria,Bacteria,Human,Facultative anaerobe
Salmonella_enterica_subsp_enterica_serovar_Typhi_str_P_stx_12,Proteobacteria,Bacteria,Human,Facultative anaerobe
Salmonella_enterica_subsp_enterica_serovar_Typhi_str_ST0208,Proteobacteria,Bacteria,Human,Facultative anaerobe
Salmonella_enterica_subsp_enterica_serovar_Typhi_str_Ty2,Proteobacteria,Bacteria,Human,Facultative anaerobe
Salmonella_enterica_subsp_enterica_serovar_Typhi_str_Ty21a,Proteobacteria,Bacteria,Human,Facultative anaerobe
Salmonella_enterica_subsp_enterica_serovar_Typhimurium_ATCC_14028,Proteobacteria,Bacteria,Human,Facultative anaerobe
Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_14028S,Proteobacteria,Bacteria,Human,Facultative anaerobe
Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_4_74,Proteobacteria,Bacteria,Human,Facultative anaerobe
Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_D23580,Proteobacteria,Bacteria,Human,Facultative anaerobe
Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_SL1344,Proteobacteria,Bacteria,Human,Facultative anaerobe
Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_ST1660_06,Proteobacteria,Bacteria,Human,Facultative anaerobe
Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_STm1,Proteobacteria,Bacteria,Human,Facultative anaerobe
Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_STm10,Proteobacteria,Bacteria,Human,Facultative anaerobe
Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_STm11,Proteobacteria,Bacteria,Human,Facultative anaerobe
Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_STm12,Proteobacteria,Bacteria,Human,Facultative anaerobe
Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_STm2,Proteobacteria,Bacteria,Human,Facultative anaerobe
Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_STm3,Proteobacteria,Bacteria,Human,Facultative anaerobe
Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_STm4,Proteobacteria,Bacteria,Human,Facultative anaerobe
Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_STm6,Proteobacteria,Bacteria,Human,Facultative anaerobe
Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_STm8,Proteobacteria,Bacteria,Human,Facultative anaerobe
Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_STm9,Proteobacteria,Bacteria,Human,Facultative anaerobe
Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_T000240,Proteobacteria,Bacteria,Human,Facultative anaerobe
Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_TN061786,Proteobacteria,Bacteria,Human,Facultative anaerobe
Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_U288,Proteobacteria,Bacteria,Human,Facultative anaerobe
Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_UK_1,Proteobacteria,Bacteria,Human,Facultative anaerobe
Salmonella_enterica_subsp_enterica_serovar_Virchow_str_SL491,Proteobacteria,Bacteria,Human,Facultative anaerobe
Salmonella_enterica_subsp_enterica_serovar_Weltevreden_str_2007_60_3289_1,Proteobacteria,Bacteria,Human,Facultative anaerobe
Salmonella_enterica_subsp_houtenae_serovar_16_z4_z32_str_RKS3027,Proteobacteria,Bacteria,Human,Facultative anaerobe
Salmonella_enterica_subsp_houtenae_str_ATCC_BAA_1581,Proteobacteria,Bacteria,Human,Facultative anaerobe
Salmonella_enterica_subsp_salamae_str_3588_07,Proteobacteria,Bacteria,Human,Facultative anaerobe
Sarcina_nov_ERR1022285,Firmicutes,Bacteria,Human,Anaerobe
Sarcina_nov_ERR1022316,Firmicutes,Bacteria,Human,Anaerobe
Sarcina_nov_ERR1022347,Firmicutes,Bacteria,Human,Anaerobe
Sarcina_nov_ERR1022371,Firmicutes,Bacteria,Human,Anaerobe
Sarcina_nov_ERR1022372,Firmicutes,Bacteria,Human,Anaerobe
Sarcina_nov_ERR1022421,Firmicutes,Bacteria,Human,Anaerobe
Sarcina_nov_ERR1022468,Firmicutes,Bacteria,Human,Anaerobe
Sarcina_nov_ERR1203922,Firmicutes,Bacteria,Human,Anaerobe
Sarcina_nov_ERR1203929,Firmicutes,Bacteria,Human,Anaerobe
Sarcina_nov_ERR1203932,Firmicutes,Bacteria,Human,Anaerobe
Sarcina_nov_ERR1204023,Firmicutes,Bacteria,Human,Anaerobe
Sarcina_nov_ERR1204026,Firmicutes,Bacteria,Human,Anaerobe
Sarcina_nov_ERR171255,Firmicutes,Bacteria,Human,Anaerobe
Sarcina_nov_ERR171264,Firmicutes,Bacteria,Human,Anaerobe
Sarcina_nov_ERR171266,Firmicutes,Bacteria,Human,Anaerobe
Sarcina_nov_ERR171270,Firmicutes,Bacteria,Human,Anaerobe
Sarcina_nov_ERR2221152,Firmicutes,Bacteria,Human,Anaerobe
Sarcina_nov_ERR2221229,Firmicutes,Bacteria,Human,Anaerobe
Sarcina_nov_ERR2221238,Firmicutes,Bacteria,Human,Anaerobe
Sarcina_nov_ERR2221241,Firmicutes,Bacteria,Human,Anaerobe
Sarcina_nov_ERR2221248,Firmicutes,Bacteria,Human,Anaerobe
Sarcina_nov_ERR2221284,Firmicutes,Bacteria,Human,Anaerobe
Sarcina_nov_ERR2221290,Firmicutes,Bacteria,Human,Anaerobe
Sarcina_nov_ERR2221381,Firmicutes,Bacteria,Human,Anaerobe
Sarcina_nov_ERR2230135,Firmicutes,Bacteria,Human,Anaerobe
Sarcina_nov_ERR2230149,Firmicutes,Bacteria,Human,Anaerobe
Sarcina_ventriculi_ERR1022374,Firmicutes,Bacteria,Human,Obligate anaerobe
Scardovia_inopinata_F0304,Actinobacteria,Bacteria,Human,Anaerobe
Scardovia_wiggsiae_F0424,Actinobacteria,Bacteria,Human,Anaerobe
Schaalia_hyovaginalis_BSM_389_WT_23D,Actinobacteria,Bacteria,Human,Facultative anaerobe
Schlesneria_paludicola_DSM_18645,Planctomycetes,Bacteria,Human,0
Schwartzia_succinivorans_DSM_10502,Firmicutes,Bacteria,Human,Anaerobe
Sediminibacterium_salmoneum_NBRC_103935,Bacteroidetes,Bacteria,Human,Aerobe
Selenomonas_bovis_8_14_1,Firmicutes,Bacteria,Human,Anaerobe
Selenomonas_bovis_DSM_23594,Firmicutes,Bacteria,Human,Anaerobe
Selenomonas_flueggei_ATCC_43531,Firmicutes,Bacteria,Human,Anaerobe
Selenomonas_infelix_ATCC_43532,Firmicutes,Bacteria,Human,Anaerobe
Selenomonas_noxia_ATCC_43541,Firmicutes,Bacteria,Human,Anaerobe
Selenomonas_noxia_F0398,Firmicutes,Bacteria,Human,Anaerobe
Selenomonas_ruminantium_AC2024,Firmicutes,Bacteria,Human,0
Selenomonas_ruminantium_L14,Firmicutes,Bacteria,Human,0
Selenomonas_ruminantium_subsp_ruminantium_ATCC_12561,Firmicutes,Bacteria,Human,0
Selenomonas_sp_F0473,Firmicutes,Bacteria,Human,Anaerobe
Selenomonas_sputigena_ATCC_35185,Firmicutes,Bacteria,Human,Anaerobe
Sellimonas_intestinalis_BR72,Firmicutes,Bacteria,Human,Anaerobe
Senegalimassilia_anaerobia_JC110,Actinobacteria,Bacteria,Mouse,Anaerobe
Serratia_fonticola_GS2,Proteobacteria,Bacteria,Human,Facultative anaerobe
Serratia_fonticola_RB_25,Proteobacteria,Bacteria,Human,0
Serratia_liquefaciens_ATCC_27592,Proteobacteria,Bacteria,Human,Facultative anaerobe
Serratia_liquefaciens_FDAARGOS_125,Proteobacteria,Bacteria,Human,Facultative anaerobe
Serratia_marcescens_LCT_SM213,Proteobacteria,Bacteria,Human,Facultative anaerobe
Serratia_marcescens_subsp_marcescens_Db11,Proteobacteria,Bacteria,Human,Facultative anaerobe
Serratia_marcescens_UCI88,Proteobacteria,Bacteria,Human,Facultative anaerobe
Serratia_marcescens_WW4,Proteobacteria,Bacteria,Human,Facultative anaerobe
Serratia_odorifera_DSM_4582,Proteobacteria,Bacteria,Human,Facultative anaerobe
Serratia_rubidaea_NBRC_103169,Proteobacteria,Bacteria,Human,Facultative anaerobe
Serratia_rubidaea_NCTC10848,Proteobacteria,Bacteria,Human,Facultative anaerobe
Serratia_sp_FGI94,Proteobacteria,Bacteria,Human,Facultative anaerobe
Shewanella_halifaxensis_HAW_EB4,Proteobacteria,Bacteria,Human,Facultative
Shewanella_woodyi_ATCC_51908,Proteobacteria,Bacteria,Human,Facultative
Shigella_dysenteriae_155_74,Proteobacteria,Bacteria,Human,Facultative anaerobe
Shigella_dysenteriae_1617,Proteobacteria,Bacteria,Human,Facultative anaerobe
Shigella_dysenteriae_225_75,Proteobacteria,Bacteria,Human,Facultative anaerobe
Shigella_dysenteriae_CDC_74_1112,Proteobacteria,Bacteria,Human,Facultative anaerobe
Shigella_dysenteriae_Sd197,Proteobacteria,Bacteria,Human,Facultative anaerobe
Shigella_flexneri_1485_80,Proteobacteria,Bacteria,Human,Facultative anaerobe
Shigella_flexneri_2002017,Proteobacteria,Bacteria,Human,Facultative anaerobe
Shigella_flexneri_2747_71,Proteobacteria,Bacteria,Human,Facultative anaerobe
Shigella_flexneri_2850_71,Proteobacteria,Bacteria,Human,Facultative anaerobe
Shigella_flexneri_2930_71,Proteobacteria,Bacteria,Human,Facultative anaerobe
Shigella_flexneri_2a_str_2457T,Proteobacteria,Bacteria,Human,Facultative anaerobe
Shigella_flexneri_2a_str_301,Proteobacteria,Bacteria,Human,Facultative anaerobe
Shigella_flexneri_2a_strain_BS1025,Proteobacteria,Bacteria,Human,Facultative anaerobe
Shigella_flexneri_4343_70,Proteobacteria,Bacteria,Human,Facultative anaerobe
Shigella_flexneri_5_str_8401,Proteobacteria,Bacteria,Human,Facultative anaerobe
Shigella_flexneri_5a_str_M90T,Proteobacteria,Bacteria,Human,Facultative anaerobe
Shigella_flexneri_6603_63,Proteobacteria,Bacteria,Human,Facultative anaerobe
Shigella_flexneri_CCH060,Proteobacteria,Bacteria,Human,Facultative anaerobe
Shigella_flexneri_CDC_796_83,Proteobacteria,Bacteria,Human,Facultative anaerobe
Shigella_flexneri_K_218,Proteobacteria,Bacteria,Human,Facultative anaerobe
Shigella_flexneri_K_227,Proteobacteria,Bacteria,Human,Facultative anaerobe
Shigella_flexneri_K_272,Proteobacteria,Bacteria,Human,Facultative anaerobe
Shigella_flexneri_K_304,Proteobacteria,Bacteria,Human,Facultative anaerobe
Shigella_flexneri_K_315,Proteobacteria,Bacteria,Human,Facultative anaerobe
Shigella_flexneri_SFJ17B,Proteobacteria,Bacteria,Human,Facultative anaerobe
Shigella_flexneri_VA_6,Proteobacteria,Bacteria,Human,Facultative anaerobe
Shigella_sonnei_3226_85,Proteobacteria,Bacteria,Human,Facultative anaerobe
Shigella_sonnei_3233_85,Proteobacteria,Bacteria,Human,Facultative anaerobe
Shigella_sonnei_4822_66,Proteobacteria,Bacteria,Human,Facultative anaerobe
Shigella_sonnei_53G,Proteobacteria,Bacteria,Human,Facultative anaerobe
Shigella_sonnei_FDAARGOS_128,Proteobacteria,Bacteria,Human,Facultative anaerobe
Shigella_sonnei_FDAARGOS_71,Proteobacteria,Bacteria,Human,Facultative anaerobe
Shigella_sonnei_Ss046,Proteobacteria,Bacteria,Human,Facultative anaerobe
Shigella_sonnei_str_Moseley,Proteobacteria,Bacteria,Human,Facultative anaerobe
Shuttleworthia_satelles_DSM_14600,Firmicutes,Bacteria,Mouse,Anaerobe
Silanimonas_lenta_DSM_16282,Proteobacteria,Bacteria,Human,Aerobe
Sinobacterium_caligoides_DSM_100316,Proteobacteria,Bacteria,Mouse,Aerobe
Slackia_equolifaciens_DSM_24851,Actinobacteria,Bacteria,Human,Anaerobe
Slackia_exigua_ATCC_700122,Actinobacteria,Bacteria,Human,Anaerobe
Slackia_faecicanis_DSM_17537,Actinobacteria,Bacteria,Human,Anaerobe
Slackia_piriformis_YIT_12062,Actinobacteria,Bacteria,Human,Anaerobe
Sneathia_amnii_SN35,Fusobacteria,Bacteria,Human,Aerotolerant
Sneathia_sanguinegens_CCUG41628,Fusobacteria,Bacteria,Human,0
Solobacterium_moorei_DSM_22971,Firmicutes,Bacteria,Human,Anaerobe
Solobacterium_moorei_F0204,Firmicutes,Bacteria,Human,Anaerobe
Sphingobium_amiense_NBRC_102518,Proteobacteria,Bacteria,Human,0
Sphingomonas_paucimobilis_HER1398,Bacteroidetes,Bacteria,Human,0
Sphingosinicella_microcystinivorans_B9,Proteobacteria,Bacteria,Human,Aerobe
Sphingosinicella_microcystinivorans_DSM_19791,Proteobacteria,Bacteria,Human,Aerobe
Spiroplasma_culicicola_AES_1,Tenericutes,Bacteria,Mouse,0
Spirosoma_linguale_DSM_74,Bacteroidetes,Bacteria,Human,Aerobe
Sporobacter_termitidis_DSM_10068,Firmicutes,Bacteria,Mouse,Obligate anaerobe
Staphylococcus_arlettae_CVD059,Firmicutes,Bacteria,Human,Facultative anaerobe
Staphylococcus_aureus_04_02981,Firmicutes,Bacteria,Human,Facultative anaerobe
Staphylococcus_aureus_08BA02176,Firmicutes,Bacteria,Human,Facultative anaerobe
Staphylococcus_aureus_16K,Firmicutes,Bacteria,Human,Facultative anaerobe
Staphylococcus_aureus_3957,Firmicutes,Bacteria,Human,Facultative anaerobe
Staphylococcus_aureus_930918_3,Firmicutes,Bacteria,Human,Facultative anaerobe
Staphylococcus_aureus_A10102,Firmicutes,Bacteria,Human,Facultative anaerobe
Staphylococcus_aureus_A5937,Firmicutes,Bacteria,Human,Facultative anaerobe
Staphylococcus_aureus_A5948,Firmicutes,Bacteria,Human,Facultative anaerobe
Staphylococcus_aureus_A6224,Firmicutes,Bacteria,Human,Facultative anaerobe
Staphylococcus_aureus_A6300,Firmicutes,Bacteria,Human,Facultative anaerobe
Staphylococcus_aureus_A8115,Firmicutes,Bacteria,Human,Facultative anaerobe
Staphylococcus_aureus_A8117,Firmicutes,Bacteria,Human,Facultative anaerobe
Staphylococcus_aureus_A8796,Firmicutes,Bacteria,Human,Facultative anaerobe
Staphylococcus_aureus_A8819,Firmicutes,Bacteria,Human,Facultative anaerobe
Staphylococcus_aureus_A9299,Firmicutes,Bacteria,Human,Facultative anaerobe
Staphylococcus_aureus_A9635,Firmicutes,Bacteria,Human,Facultative anaerobe
Staphylococcus_aureus_A9719,Firmicutes,Bacteria,Human,Facultative anaerobe
Staphylococcus_aureus_A9754,Firmicutes,Bacteria,Human,Facultative anaerobe
Staphylococcus_aureus_A9765,Firmicutes,Bacteria,Human,Facultative anaerobe
Staphylococcus_aureus_A9781,Firmicutes,Bacteria,Human,Facultative anaerobe
Staphylococcus_aureus_B147830,Firmicutes,Bacteria,Human,Facultative anaerobe
Staphylococcus_aureus_B40723,Firmicutes,Bacteria,Human,Facultative anaerobe
Staphylococcus_aureus_B40950,Firmicutes,Bacteria,Human,Facultative anaerobe
Staphylococcus_aureus_B53639,Firmicutes,Bacteria,Human,Facultative anaerobe
Staphylococcus_aureus_CA_347,Firmicutes,Bacteria,Human,Facultative anaerobe
Staphylococcus_aureus_CN79,Firmicutes,Bacteria,Human,Facultative anaerobe
Staphylococcus_aureus_D30,Firmicutes,Bacteria,Human,Facultative anaerobe
Staphylococcus_aureus_HI010,Firmicutes,Bacteria,Human,Facultative anaerobe
Staphylococcus_aureus_HI010B,Firmicutes,Bacteria,Human,Facultative anaerobe
Staphylococcus_aureus_HI013,Firmicutes,Bacteria,Human,Facultative anaerobe
Staphylococcus_aureus_HI022,Firmicutes,Bacteria,Human,Facultative anaerobe
Staphylococcus_aureus_HI049,Firmicutes,Bacteria,Human,Facultative anaerobe
Staphylococcus_aureus_HI049B,Firmicutes,Bacteria,Human,Facultative anaerobe
Staphylococcus_aureus_HI049C,Firmicutes,Bacteria,Human,Facultative anaerobe
Staphylococcus_aureus_HI111,Firmicutes,Bacteria,Human,Facultative anaerobe
Staphylococcus_aureus_HI168,Firmicutes,Bacteria,Human,Facultative anaerobe
Staphylococcus_aureus_HIF003_B2N_C,Firmicutes,Bacteria,Human,Facultative anaerobe
Staphylococcus_aureus_KLT6,Firmicutes,Bacteria,Human,Facultative anaerobe
Staphylococcus_aureus_KT_314250,Firmicutes,Bacteria,Human,Facultative anaerobe
Staphylococcus_aureus_KT_Y21,Firmicutes,Bacteria,Human,Facultative anaerobe
Staphylococcus_aureus_LVP2,Firmicutes,Bacteria,Human,Facultative anaerobe
Staphylococcus_aureus_LVP5,Firmicutes,Bacteria,Human,Facultative anaerobe
Staphylococcus_aureus_M0001,Firmicutes,Bacteria,Human,Facultative anaerobe
Staphylococcus_aureus_M0006,Firmicutes,Bacteria,Human,Facultative anaerobe
Staphylococcus_aureus_M0029,Firmicutes,Bacteria,Human,Facultative anaerobe
Staphylococcus_aureus_M0035,Firmicutes,Bacteria,Human,Facultative anaerobe
Staphylococcus_aureus_M0045,Firmicutes,Bacteria,Human,Facultative anaerobe
Staphylococcus_aureus_M0055,Firmicutes,Bacteria,Human,Facultative anaerobe
Staphylococcus_aureus_M0060,Firmicutes,Bacteria,Human,Facultative anaerobe
Staphylococcus_aureus_M0066,Firmicutes,Bacteria,Human,Facultative anaerobe
Staphylococcus_aureus_M0075,Firmicutes,Bacteria,Human,Facultative anaerobe
Staphylococcus_aureus_M0077,Firmicutes,Bacteria,Human,Facultative anaerobe
Staphylococcus_aureus_M0102,Firmicutes,Bacteria,Human,Facultative anaerobe
Staphylococcus_aureus_M0103,Firmicutes,Bacteria,Human,Facultative anaerobe
Staphylococcus_aureus_M0104,Firmicutes,Bacteria,Human,Facultative anaerobe
Staphylococcus_aureus_M0108,Firmicutes,Bacteria,Human,Facultative anaerobe
Staphylococcus_aureus_M0144,Firmicutes,Bacteria,Human,Facultative anaerobe
Staphylococcus_aureus_M0150,Firmicutes,Bacteria,Human,Facultative anaerobe
Staphylococcus_aureus_M0154,Firmicutes,Bacteria,Human,Facultative anaerobe
Staphylococcus_aureus_M0171,Firmicutes,Bacteria,Human,Facultative anaerobe
Staphylococcus_aureus_M0173,Firmicutes,Bacteria,Human,Facultative anaerobe
Staphylococcus_aureus_M0177,Firmicutes,Bacteria,Human,Facultative anaerobe
Staphylococcus_aureus_M0192,Firmicutes,Bacteria,Human,Facultative anaerobe
Staphylococcus_aureus_M0197,Firmicutes,Bacteria,Human,Facultative anaerobe
Staphylococcus_aureus_M0200,Firmicutes,Bacteria,Human,Facultative anaerobe
Staphylococcus_aureus_M0210,Firmicutes,Bacteria,Human,Facultative anaerobe
Staphylococcus_aureus_M0212,Firmicutes,Bacteria,Human,Facultative anaerobe
Staphylococcus_aureus_M0213,Firmicutes,Bacteria,Human,Facultative anaerobe
Staphylococcus_aureus_M0216,Firmicutes,Bacteria,Human,Facultative anaerobe
Staphylococcus_aureus_M0221,Firmicutes,Bacteria,Human,Facultative anaerobe
Staphylococcus_aureus_M0235,Firmicutes,Bacteria,Human,Facultative anaerobe
Staphylococcus_aureus_M0237,Firmicutes,Bacteria,Human,Facultative anaerobe
Staphylococcus_aureus_M0239,Firmicutes,Bacteria,Human,Facultative anaerobe
Staphylococcus_aureus_M0240,Firmicutes,Bacteria,Human,Facultative anaerobe
Staphylococcus_aureus_M0250,Firmicutes,Bacteria,Human,Facultative anaerobe
