reaction_id,reaction_equation,dil_test_in_v12
MAR11076,2.0 H2O [c] + Histidyl-Methionyl-Glutamine [c] <=> glutamine [c] + histidine [c] + methionine [c],ok
MAR11077,2.0 H2O [c] + Histidyl-Phenylalanyl-Arginine [c] <=> arginine [c] + histidine [c] + phenylalanine [c],ok
MAR11078,2.0 H2O [c] + Histidyl-Prolyl-Lysine [c] <=> histidine [c] + lysine [c] + proline [c],ok
MAR11079,2.0 H2O [c] + Histidyl-Tryptophanyl-Histidine [c] <=> 2.0 histidine [c] + tryptophan [c],ok
MAR11080,2.0 H2O [c] + Isoleucyl-Arginyl-Isoleucine [c] <=> arginine [c] + 2.0 isoleucine [c],ok
MAR11081,2.0 H2O [c] + Isoleucyl-Asparaginyl-Histidine [c] <=> asparagine [c] + histidine [c] + isoleucine [c],ok
MAR11082,H2O [c] + Isolecyl-Aspartate [c] <=> aspartate [c] + isoleucine [c],ok
MAR11083,2.0 H2O [c] + Isolecyl-Glutaminyl-Glutamate [c] <=> glutamate [c] + glutamine [c] + isoleucine [c],ok
MAR11084,2.0 H2O [c] + Isolecyl-Glycyl-Arginine [c] <=> arginine [c] + glycine [c] + isoleucine [c],ok
MAR11085,2.0 H2O [c] + Isolecyl-Prolyl-Lysine [c] <=> isoleucine [c] + lysine [c] + proline [c],ok
MAR11086,2.0 H2O [c] + Isolecyl-Seryl-Arginine [c] <=> arginine [c] + isoleucine [c] + serine [c],ok
MAR11087,2.0 H2O [c] + Isolecyl-Tryptophanyl-Tyrosine [c] <=> isoleucine [c] + tryptophan [c] + tyrosine [c],ok
MAR11088,2.0 H2O [c] + Leucyl-Alanyl-Arginine [c] <=> alanine [c] + arginine [c] + leucine [c],ok
MAR11089,2.0 H2O [c] + Leucyl-Asparaginyl-Aspartate [c] <=> asparagine [c] + aspartate [c] + leucine [c],ok
MAR11090,2.0 H2O [c] + Leucyl-Aspartyl-Lysine [c] <=> aspartate [c] + leucine [c] + lysine [c],ok
MAR11091,2.0 H2O [c] + Leucyl-Leucyl-Tryptophan [c] <=> 2.0 leucine [c] + tryptophan [c],ok
MAR11092,H2O [c] + Leucyl-Proline [c] <=> leucine [c] + proline [c],ok
MAR11093,2.0 H2O [c] + Leucyl-Prolyl-Arginine [c] <=> arginine [c] + leucine [c] + proline [c],ok
MAR11094,2.0 H2O [c] + Leucyl-Seryl-Tryptophan [c] <=> leucine [c] + serine [c] + tryptophan [c],ok
MAR11095,H2O [c] + Leucyl-Tryptophan [c] <=> leucine [c] + tryptophan [c],ok
MAR11096,2.0 H2O [c] + Leucyl-Tryptophanyl-Arginine [c] <=> arginine [c] + leucine [c] + tryptophan [c],ok
MAR11097,2.0 H2O [c] + Leucyl-Tyrosyl-Tyrosine [c] <=> leucine [c] + 2.0 tyrosine [c],ok
MAR11098,H2O [c] + Leucyl-Valine [c] <=> leucine [c] + valine [c],ok
MAR11099,H+ [c] + 2.0 H2O [c] + Lysyl-Arginyl-Leucine [c] <=> arginine [c] + leucine [c] + lysine [c],ok
MAR11100,2.0 H2O [c] + Lysyl-Cysteinyl-Histidine [c] <=> cysteine [c] + histidine [c] + lysine [c],ok
MAR11101,2.0 H2O [c] + Lysyl-Glutaminyl-Phenylalanine [c] <=> glutamine [c] + lysine [c] + phenylalanine [c],ok
MAR11102,2.0 H2O [c] + Lysyl-Glutamyl-Glutamate [c] <=> 2.0 glutamate [c] + lysine [c],ok
MAR11103,2.0 H2O [c] + Lysyl-Lysyl-Lysine [c] <=> 3.0 lysine [c],ok
MAR11104,2.0 H2O [c] + Lysyl-Phenylalanyl-Isoleucine [c] <=> isoleucine [c] + lysine [c] + phenylalanine [c],ok
MAR11105,2.0 H2O [c] + Lysyl-Tryptophanyl-Arginine [c] <=> arginine [c] + lysine [c] + tryptophan [c],ok
MAR11106,2.0 H2O [c] + Lysyl-Tyrosyl-Isoleucine [c] <=> isoleucine [c] + lysine [c] + tyrosine [c],ok
MAR11107,2.0 H2O [c] + Lysyl-Valyl-Phenylalanine [c] <=> lysine [c] + phenylalanine [c] + valine [c],ok
MAR11108,2.0 H2O [c] + Lysyl-Valyl-Tryptophan [c] <=> lysine [c] + tryptophan [c] + valine [c],ok
MAR11109,2.0 H2O [c] + Methionyl-Arginyl-Leucine [c] <=> arginine [c] + leucine [c] + methionine [c],ok
MAR11110,2.0 H2O [c] + Methionyl-Asparaginyl-Tyrosine [c] <=> asparagine [c] + methionine [c] + tyrosine [c],ok
MAR11111,2.0 H2O [c] + Methionyl-Glutaminyl-Tyrosine [c] <=> glutamine [c] + methionine [c] + tyrosine [c],ok
MAR11112,2.0 H2O [c] + Methionyl-Glycyl-Arginine [c] <=> arginine [c] + glycine [c] + methionine [c],ok
MAR11113,2.0 H2O [c] + Methionyl-Histidyl-Lysine [c] <=> histidine [c] + lysine [c] + methionine [c],ok
MAR11114,2.0 H2O [c] + Methionyl-Methionyl-Isoleucine [c] <=> isoleucine [c] + 2.0 methionine [c],ok
MAR11115,2.0 H2O [c] + Methionyl-Phenylalanyl-Arginine [c] <=> arginine [c] + methionine [c] + phenylalanine [c],ok
MAR11116,2.0 H2O [c] + Methionyl-Tryptophanyl-Phenylalanine [c] <=> methionine [c] + phenylalanine [c] + tryptophan [c],ok
MAR11117,2.0 H2O [c] + Phenylalanyl-Asparaginyl-Methionine [c] <=> asparagine [c] + methionine [c] + phenylalanine [c],ok
MAR11118,H2O [c] + Phenylalanyl-Aspartate [c] <=> aspartate [c] + phenylalanine [c],ok
MAR11119,2.0 H2O [c] + Phenylalanyl-Glutaminyl-Phenylalanine [c] <=> glutamine [c] + 2.0 phenylalanine [c],ok
MAR11120,H2O [c] + Phenylalanyl-Leucine [c] <=> leucine [c] + phenylalanine [c],ok
MAR11121,2.0 H2O [c] + Phenylalanyl-Leucyl-Aspartate [c] <=> aspartate [c] + leucine [c] + phenylalanine [c],ok
MAR11122,2.0 H2O [c] + Phenylalanyl-Leucyl-Histidine [c] <=> histidine [c] + leucine [c] + phenylalanine [c],ok
MAR11123,2.0 H2O [c] + Phenylalanyl-Lysyl-Alanine [c] <=> alanine [c] + lysine [c] + phenylalanine [c],ok
MAR11124,2.0 H2O [c] + Phenylalanyl-Lysyl-Proline [c] <=> lysine [c] + phenylalanine [c] + proline [c],ok
MAR11125,H2O [c] + Phenylalanyl-Phenylalanine [c] <=> 2.0 phenylalanine [c],ok
MAR11126,2.0 H2O [c] + Phenylalanyl-Phenylalaninyl-Asparagine [c] <=> asparagine [c] + 2.0 phenylalanine [c],ok
MAR11127,2.0 H2O [c] + Phenylalanyl-Phenylalaninyl-Threonine [c] <=> 2.0 phenylalanine [c] + threonine [c],ok
MAR11128,2.0 H2O [c] + Phenylalanyl-Prolyl-Arginine [c] <=> arginine [c] + phenylalanine [c] + proline [c],ok
MAR11129,2.0 H2O [c] + Phenylalanyl-Seryl-Tryptophan [c] <=> phenylalanine [c] + serine [c] + tryptophan [c],ok
MAR11130,2.0 H2O [c] + Phenylalanyl-Threonyl-Lysine [c] <=> lysine [c] + phenylalanine [c] + threonine [c],ok
MAR11131,2.0 H2O [c] + Phenylalanyl-Tryptophanyl-Leucine [c] <=> leucine [c] + phenylalanine [c] + tryptophan [c],ok
MAR11132,H2O [c] + Phenylalanyl-Tyrosine [c] <=> phenylalanine [c] + tyrosine [c],ok
MAR11133,2.0 H2O [c] + Phenylalanyl-Tyrosinyl-Glutamine [c] <=> glutamine [c] + phenylalanine [c] + tyrosine [c],ok
MAR11134,2.0 H2O [c] + Phenylalanyl-Tyrosinyl-Lysine [c] <=> lysine [c] + phenylalanine [c] + tyrosine [c],ok
MAR11135,2.0 H2O [c] + Prolyl-Arginyl-Aspartate [c] <=> arginine [c] + aspartate [c] + proline [c],ok
MAR11136,2.0 H2O [c] + Prolyl-Arginyl-Cysteine [c] <=> arginine [c] + cysteine [c] + proline [c],ok
MAR11137,2.0 H2O [c] + Prolyl-Asparaginyl-Cysteine [c] <=> asparagine [c] + cysteine [c] + proline [c],ok
MAR11138,H2O [c] + Prolyl-Cysteine [c] <=> cysteine [c] + proline [c],ok
MAR11139,2.0 H2O [c] + Prolyl-Glutaminyl-Proline [c] <=> glutamine [c] + 2.0 proline [c],ok
MAR11140,2.0 H2O [c] + Prolyl-Glutamatsyl-Lysine [c] <=> glutamate [c] + lysine [c] + proline [c],ok
MAR11141,H2O [c] + Prolyl-Histidine [c] <=> histidine [c] + proline [c],ok
MAR11142,2.0 H2O [c] + Prolyl-Histidyl-Tyrosine [c] <=> H+ [c] + histidine [c] + proline [c] + tyrosine [c],ok
MAR11143,2.0 H2O [c] + Prolyl-Leucyl-Arginine [c] <=> arginine [c] + leucine [c] + proline [c],ok
MAR11144,2.0 H2O [c] + Prolyl-Lysyl-Proline [c] <=> lysine [c] + 2.0 proline [c],ok
MAR11145,H2O [c] + Prolyl-Phenylalanine [c] <=> phenylalanine [c] + proline [c],ok
MAR11146,2.0 H2O [c] + Prolyl-Prolyl-Arginine [c] <=> arginine [c] + 2.0 proline [c],ok
MAR11147,2.0 H2O [c] + Prolyl-Prolyl-Proline [c] <=> 3.0 proline [c],ok
MAR11148,2.0 H2O [c] + Prolyl-Tryptophanyl-Lysine [c] <=> lysine [c] + proline [c] + tryptophan [c],ok
MAR11149,2.0 H2O [c] + Prolyl-Tryptophanyl-Threonine [c] <=> proline [c] + threonine [c] + tryptophan [c],ok
MAR11150,2.0 H2O [c] + Prolyl-Valyl-Glutamine [c] <=> glutamine [c] + proline [c] + valine [c],ok
MAR11151,2.0 H2O [c] + Seryl-Arginyl-Alanine [c] <=> alanine [c] + arginine [c] + serine [c],ok
MAR11152,2.0 H2O [c] + Seryl-Arginyl-Tryptophan [c] <=> arginine [c] + serine [c] + tryptophan [c],ok
MAR11153,2.0 H2O [c] + Seryl-Cysteinyl-Arginine [c] <=> arginine [c] + cysteine [c] + serine [c],ok
MAR11154,2.0 H2O [c] + Seryl-Glycyl-Glutamate [c] <=> glutamate [c] + glycine [c] + serine [c],ok
MAR11155,2.0 H2O [c] + Seryl-Lysyl-Histidine [c] <=> histidine [c] + lysine [c] + serine [c],ok
MAR11156,2.0 H2O [c] + Seryl-Phenylalanyl-Lysine [c] <=> lysine [c] + phenylalanine [c] + serine [c],ok
MAR11157,2.0 H2O [c] + Seryl-Tryptophanyl-Histidine [c] <=> histidine [c] + serine [c] + tryptophan [c],ok
MAR11158,2.0 H2O [c] + Threonyl-Arginyl-Tyrosine [c] <=> arginine [c] + threonine [c] + tyrosine [c],ok
MAR11159,2.0 H2O [c] + Threonyl-Asparaginyl-Tyrosine [c] <=> asparagine [c] + threonine [c] + tyrosine [c],ok
MAR11160,2.0 H2O [c] + Threonyl-Glutaminyl-Glutamate [c] <=> glutamate [c] + glutamine [c] + threonine [c],ok
MAR11161,2.0 H2O [c] + Threonyl-Glutaminyl-Tyrosine [c] <=> glutamine [c] + threonine [c] + tyrosine [c],ok
MAR11162,2.0 H2O [c] + Threonyl-Histidinyl-Histidine [c] <=> 2.0 histidine [c] + threonine [c],ok
MAR11163,2.0 H2O [c] + Threonyl-Isoleucyl-Arginine [c] <=> arginine [c] + isoleucine [c] + threonine [c],ok
MAR11164,2.0 H2O [c] + Threonyl-Methionyl-Arginine [c] <=> arginine [c] + methionine [c] + threonine [c],ok
MAR11165,2.0 H2O [c] + Threonyl-Phenylalanyl-Arginine [c] <=> arginine [c] + phenylalanine [c] + threonine [c],ok
MAR11166,2.0 H2O [c] + Threonyl-Seryl-Arginine [c] <=> arginine [c] + serine [c] + threonine [c],ok
MAR11167,2.0 H2O [c] + Threonyl-Threonyl-Arginine [c] <=> arginine [c] + 2.0 threonine [c],ok
MAR11168,2.0 H2O [c] + Threonyl-Tyrosyl-Methionine [c] <=> methionine [c] + threonine [c] + tyrosine [c],ok
MAR11169,2.0 H2O [c] + Tryptophanyl-Alanyl-Proline [c] <=> alanine [c] + proline [c] + tryptophan [c],ok
MAR11170,2.0 H2O [c] + Tryptophanyl-Arginyl-Alanine [c] <=> alanine [c] + arginine [c] + tryptophan [c],ok
MAR11171,2.0 H2O [c] + Tryptophanyl-Aspartyl-Aspartate [c] <=> 2.0 aspartate [c] + tryptophan [c],ok
MAR11172,2.0 H2O [c] + Tryptophanyl-Glutaminyl-Glutamine [c] <=> 2.0 glutamine [c] + tryptophan [c],ok
MAR11173,2.0 H2O [c] + Tryptophanyl-Glutamyl-Glycine [c] <=> glutamate [c] + glycine [c] + tryptophan [c],ok
MAR11174,2.0 H2O [c] + Tryptophanyl-Glutamyl-Leucine [c] <=> glutamate [c] + leucine [c] + tryptophan [c],ok
MAR11175,2.0 H2O [c] + Tryptophanyl-Glutamyl-Proline [c] <=> glutamate [c] + proline [c] + tryptophan [c],ok
MAR11176,2.0 H2O [c] + Tryptophanyl-Glutamyl-Tyrosine [c] <=> glutamate [c] + tryptophan [c] + tyrosine [c],ok
MAR11177,tryptophan [c] + Glycylleucine [c] <=> H2O [c] + Tryptophanyl-Glycyl-Leucine [c],ok
MAR11178,tryptophan [c] + Glycyl-Phenylalanine [c] <=> H2O [c] + Tryptophanyl-Glycyl-Phenylalanine [c],ok
MAR11179,2.0 H2O [c] + Tryptophanyl-Glycyl-Valine [c] <=> glycine [c] + tryptophan [c] + valine [c],ok
MAR11180,2.0 H2O [c] + Tryptophanyl-Histidyl-Methionine [c] <=> histidine [c] + methionine [c] + tryptophan [c],ok
MAR11181,2.0 H2O [c] + Tryptophanyl-Isoleucyl-Lysine [c] <=> isoleucine [c] + lysine [c] + tryptophan [c],ok
MAR11182,2.0 H2O [c] + Tryptophanyl-Isoleucyl-Tryptophan [c] <=> isoleucine [c] + 2.0 tryptophan [c],ok
MAR11183,2.0 H2O [c] + Tryptophanyl-Leucyl-Valine [c] <=> leucine [c] + tryptophan [c] + valine [c],ok
MAR11184,H2O [c] + Tryptophanyl-Lysine [c] <=> lysine [c] + tryptophan [c],ok
MAR11185,2.0 H2O [c] + Tryptophanyl-Methionyl-Arginine [c] <=> arginine [c] + methionine [c] + tryptophan [c],ok
MAR11186,2.0 H2O [c] + Tryptophanyl-Methionyl-Valine [c] <=> methionine [c] + tryptophan [c] + valine [c],ok
MAR11187,H2O [c] + Tryptophanyl-Phenylalanine [c] <=> phenylalanine [c] + tryptophan [c],ok
MAR11188,tryptophan [c] + L-Prolinylglycine [c] <=> H+ [c] + H2O [c] + Tryptophanyl-Prolyl-Glycine [c],ok
MAR11189,2.0 H2O [c] + Tryptophanyl-Prolyl-Leucine [c] <=> leucine [c] + proline [c] + tryptophan [c],ok
MAR11190,2.0 H2O [c] + Tryptophanyl-Prolyl-Valine [c] <=> proline [c] + tryptophan [c] + valine [c],ok
MAR11191,2.0 H2O [c] + Tryptophanyl-Seryl-Tyrosine [c] <=> serine [c] + tryptophan [c] + tyrosine [c],ok
MAR11192,2.0 H2O [c] + Tryptophanyl-Threonyl-Glutamate [c] <=> glutamate [c] + threonine [c] + tryptophan [c],ok
MAR11193,2.0 H2O [c] + Tryptophanyl-Threonyl-Isoleucine [c] <=> isoleucine [c] + threonine [c] + tryptophan [c],ok
MAR11194,2.0 H2O [c] + Tryptophanyl-Threonyl-Tyrosine [c] <=> threonine [c] + tryptophan [c] + tyrosine [c],ok
MAR11195,2.0 H2O [c] + Tryptophanyl-Tyrosyl-Glutamine [c] <=> glutamine [c] + tryptophan [c] + tyrosine [c],ok
MAR11196,2.0 H2O [c] + Tryptophanyl-Tyrosyl-Tyrosine [c] <=> tryptophan [c] + 2.0 tyrosine [c],ok
MAR11197,2.0 H2O [c] + Tryptophanyl-Valyl-Aspartate [c] <=> aspartate [c] + tryptophan [c] + valine [c],ok
MAR11198,H2O [c] + Tyrosyl-Alanine [c] <=> alanine [c] + tyrosine [c],ok
MAR11199,2.0 H2O [c] + Tyrosyl-Alaninyl-Phenylalanine [c] <=> alanine [c] + phenylalanine [c] + tyrosine [c],ok
MAR11200,2.0 H2O [c] + Tyrosyl-Arginyl-Glutamate [c] <=> arginine [c] + glutamate [c] + tyrosine [c],ok
MAR11201,2.0 H2O [c] + Tyrosyl-Arginyl-Serine [c] <=> arginine [c] + serine [c] + tyrosine [c],ok
MAR11202,2.0 H2O [c] + Tyrosyl-Aspartyl-Arginine [c] <=> arginine [c] + aspartate [c] + tyrosine [c],ok
MAR11203,2.0 H2O [c] + Tyrosyl-Cysteinyl-Glycine [c] <=> cysteine [c] + glycine [c] + tyrosine [c],ok
MAR11204,2.0 H2O [c] + Tyrosyl-Cysteinyl-Threonine [c] <=> cysteine [c] + threonine [c] + tyrosine [c],ok
MAR11205,H2O [c] + Tyrosyl-Glutamate [c] <=> glutamate [c] + tyrosine [c],ok
MAR11206,2.0 H2O [c] + Tyrosyl-Leucyl-Arginine [c] <=> arginine [c] + leucine [c] + tyrosine [c],ok
MAR11207,2.0 H2O [c] + Tyrosyl-Phenylalanyl-Tyrosine [c] <=> phenylalanine [c] + 2.0 tyrosine [c],ok
MAR11208,H2O [c] + Tyrosyl-Threonine [c] <=> threonine [c] + tyrosine [c],ok
MAR11209,2.0 H2O [c] + Tyrosyl-Tryptophanyl-Phenylalanine [c] <=> phenylalanine [c] + tryptophan [c] + tyrosine [c],ok
MAR11210,H2O [c] + Tyrosyl-Tyrosine [c] <=> 2.0 tyrosine [c],ok
MAR11211,2.0 H2O [c] + Tyrosyl-Valyl-Methionine [c] <=> methionine [c] + tyrosine [c] + valine [c],ok
MAR11212,2.0 H2O [c] + Valyl-Arginyl-Glycine [c] <=> arginine [c] + glycine [c] + valine [c],ok
MAR11213,2.0 H2O [c] + Valyl-Histidyl-Asparagine [c] <=> asparagine [c] + histidine [c] + valine [c],ok
MAR11214,2.0 H2O [c] + Valyl-Leucyl-Phenylalanine [c] <=> leucine [c] + phenylalanine [c] + valine [c],ok
MAR11215,2.0 H2O [c] + Valyl-Lysyl-Tyrosine [c] <=> lysine [c] + tyrosine [c] + valine [c],ok
MAR11216,2.0 H2O [c] + Valyl-Phenylalanyl-Arginine [c] <=> arginine [c] + phenylalanine [c] + valine [c],ok
MAR11217,2.0 H2O [c] + Valyl-Prolyl-Tryptophan [c] <=> proline [c] + tryptophan [c] + valine [c],ok
MAR11218,2.0 H2O [c] + Valyl-Seryl-Arginine [c] <=> arginine [c] + serine [c] + valine [c],ok
MAR11219,2.0 H2O [c] + Valyl-Tryptophanyl-Phenylalanine [c] <=> phenylalanine [c] + tryptophan [c] + valine [c],ok
MAR11220,2.0 H2O [c] + Valyl-Tryptophanyl-Valine [c] <=> tryptophan [c] + 2.0 valine [c],ok
MAR11221,H2O [c] + Valyl-Valine [c] <=> 2.0 valine [c],ok
MAR11222,2.0 H2O [c] + Tryptophanyl-Glycyl-Aspartate [c] <=> aspartate [c] + glycine [c] + tryptophan [c],ok
MAR11223,AKG [e] + homovanillate [c] <=> AKG [c] + homovanillate [e],ok
MAR11224,H+ [c] + NADPH [c] + O2 [c] + phenethylamine [c] --> H2O [c] + NADP+ [c] + tyramine [c],ok
MAR11225,H+ [c] + NADPH [c] + O2 [c] + tyramine [c] --> dopamine [c] + H2O [c] + NADP+ [c],ok
MAR11226,2-Palmitoylglycerophosphocholine [e] <=> 2-Palmitoylglycerophosphocholine [c],always blocked
MAR11227,"1-Gamma-Linolenoyl-Cholesterol, Cholesterol-Ester (18:3, Delta 6, 9, 12) [e] <=> 1-Gamma-Linolenoyl-Cholesterol, Cholesterol-Ester (18:3, Delta 6, 9, 12) [c]",ok
MAR11228,"1-Linoleoyl-Cholesterol, Cholesterol-Ester (18:2, Delta 9, 12) [e] <=> 1-Linoleoyl-Cholesterol, Cholesterol-Ester (18:2, Delta 9, 12) [c]",ok
MAR11229,"1-Vaccenoyl-Cholesterol, Cholesterol-Ester (18:1, Delta 11) [e] <=> 1-Vaccenoyl-Cholesterol, Cholesterol-Ester (18:1, Delta 11) [c]",ok
MAR11230,"1-Timnodnoyl-Cholesterol, Cholesterol-Ester (20:5, Delta 5,8,11,14,17) [e] <=> 1-Timnodnoyl-Cholesterol, Cholesterol-Ester (20:5, Delta 5,8,11,14,17) [c]",ok
MAR11231,"Cholesteryl Arachidonate, Cholesterol-Ester (20:4, Delta 5,8,11,14) [e] <=> Cholesteryl Arachidonate, Cholesterol-Ester (20:4, Delta 5,8,11,14) [c]",ok
MAR11232,"Cholesteryl Docosahexanoate, Cholesterol-Ester (22:6, Delta 4,7,10,13,16,19) [e] <=> Cholesteryl Docosahexanoate, Cholesterol-Ester (22:6, Delta 4,7,10,13,16,19) [c]",ok
MAR11233,"1-Docosatetraenoyglycerophosphoethanolamine (22:4, Delta 7, 10, 13, 16) [e] <=> 1-Docosatetraenoyglycerophosphoethanolamine (22:4, Delta 7, 10, 13, 16) [c]",always blocked
MAR11234,Lysopc A C26:1 (Delta 5) [e] <=> Lysopc A C26:1 (Delta 5) [c],always blocked
MAR11235,Lysopc A C28:1 (Delta 5) [e] <=> Lysopc A C28:1 (Delta 5) [c],always blocked
MAR11236,Lysopc A C28:0 [e] <=> Lysopc A C28:0 [c],always blocked
MAR11237,3-Hydroxy Butyryl Carnitine [e] <=> 3-Hydroxy Butyryl Carnitine [c],ok
MAR11238,3-Hydroxydodecanoylcarnitine [e] <=> 3-Hydroxydodecanoylcarnitine [c],ok
MAR11239,3-Hydroxydecanoylcarnitine [e] <=> 3-Hydroxydecanoylcarnitine [c],ok
MAR11240,3-Hydroxyhexadecenoylcarnitine [e] <=> 3-Hydroxyhexadecenoylcarnitine [c],ok
MAR11241,3-Hydroxyhexadecanoylcarnitine [e] <=> 3-Hydroxyhexadecanoylcarnitine [c],ok
MAR11242,3-Hydroxy-Isovaleryl Carnitine [e] <=> 3-Hydroxy-Isovaleryl Carnitine [c],ok
MAR11243,3-Hydroxyoctadecadienoylcarnitine [e] <=> 3-Hydroxyoctadecadienoylcarnitine [c],ok
MAR11244,3-Hydroxyoctadecanoyl Carnitine [e] <=> 3-Hydroxyoctadecanoyl Carnitine [c],ok
MAR11245,3-Hydroxy-Octadecenoyl Carnitine [e] <=> 3-Hydroxy-Octadecenoyl Carnitine [c],MAM03253e;MAM03253c
MAR11246,3-Hydroxy-Tetradecanoyl Carnitine [e] <=> 3-Hydroxy-Tetradecanoyl Carnitine [c],ok
MAR11247,3-Hydroxy Tetradecenoyl-7-Carnitine [e] <=> 3-Hydroxy Tetradecenoyl-7-Carnitine [c],ok
MAR11248,"3-Hydroxy Trans7,10-Hexadecadienoyl Carnitine [e] <=> 3-Hydroxy Trans7,10-Hexadecadienoyl Carnitine [c]",ok
MAR11249,"3-Hydroxy Trans5,8Tetradecadienoyl Carnitine [e] <=> 3-Hydroxy Trans5,8Tetradecadienoyl Carnitine [c]",ok
MAR11250,O-acetylcarnitine [e] <=> O-acetylcarnitine [c],ok
MAR11251,Decenoyl Carnitine [e] <=> Decenoyl Carnitine [c],MAM03487e;MAM03487c
MAR11252,Decanoyl Carnitine [e] <=> Decanoyl Carnitine [c],ok
MAR11253,Sebacoyl Carnitine [e] <=> Sebacoyl Carnitine [c],ok
MAR11254,Dodecanedioyl Carnitine [e] <=> Dodecanedioyl Carnitine [c],ok
MAR11255,Hexadecanedioic Acid Mono-L-Carnitine Ester [e] <=> Hexadecanedioic Acid Mono-L-Carnitine Ester [c],ok
MAR11256,Malonyl Carnitine [e] <=> Malonyl Carnitine [c],ok
MAR11257,O-butanoylcarnitine [e] <=> O-butanoylcarnitine [c],ok
MAR11258,Succinyl Carnitine [e] <=> Succinyl Carnitine [c],ok
MAR11259,Tiglyl Carnitine [e] <=> Tiglyl Carnitine [c],ok
MAR11260,Glutaryl Carnitine [e] <=> Glutaryl Carnitine [c],ok
MAR11261,Hexanoyl Carnitine [e] <=> Hexanoyl Carnitine [c],ok
MAR11262,Adipoyl Carnitine [e] <=> Adipoyl Carnitine [c],ok
MAR11263,Octenoyl Carnitine [e] <=> Octenoyl Carnitine [c],MAM03501e;MAM03501c
MAR11264,L-octanoylcarnitine [e] <=> L-octanoylcarnitine [c],ok
MAR11265,Suberyl Carnitine [e] <=> Suberyl Carnitine [c],ok
MAR11266,Lauroyl Carnitine [e] <=> Lauroyl Carnitine [c],ok
MAR11267,Dodecenoyl Carnitine [e] <=> Dodecenoyl Carnitine [c],MAM03541e;MAM03541c
MAR11268,Decadienoyl Carnitine [e] <=> Decadienoyl Carnitine [c],MAM03544e;MAM03544c
MAR11270,palmitoleoyl-carnitine [e] <=> palmitoleoyl-carnitine [c],ok
MAR11271,Isovaleryl Carnitine [e] <=> Isovaleryl Carnitine [c],ok
MAR11272,"(6Z,9Z)-octadecadienoylcarnitine [e] <=> (6Z,9Z)-octadecadienoylcarnitine [c]",ok
MAR11274,octadecenoylcarnitine(5) [e] <=> octadecenoylcarnitine(5) [c],ok
MAR11276,L-palmitoylcarnitine [e] <=> L-palmitoylcarnitine [c],ok
MAR11277,stearoylcarnitine [e] <=> stearoylcarnitine [c],ok
MAR11278,Tetradecadienoyl Carnitine [e] <=> Tetradecadienoyl Carnitine [c],MAM03975e;MAM03975c
MAR11279,Tetradecenoyl Carnitine [e] <=> Tetradecenoyl Carnitine [c],MAM03980e;MAM03980c
MAR11280,tetradecenoylcarnitine(5) [e] <=> tetradecenoylcarnitine(5) [c],ok
MAR11281,SM pool [e] <=> ,ok
MAR11282,"1-Gamma-Linolenoyl-Cholesterol, Cholesterol-Ester (18:3, Delta 6, 9, 12) [c] <=> 1-Gamma-Linolenoyl-Cholesterol, Cholesterol-Ester (18:3, Delta 6, 9, 12) [l]",ok
MAR11283,"1-Linoleoyl-Cholesterol, Cholesterol-Ester (18:2, Delta 9, 12) [c] <=> 1-Linoleoyl-Cholesterol, Cholesterol-Ester (18:2, Delta 9, 12) [l]",ok
MAR11284,"1-Vaccenoyl-Cholesterol, Cholesterol-Ester (18:1, Delta 11) [c] <=> 1-Vaccenoyl-Cholesterol, Cholesterol-Ester (18:1, Delta 11) [l]",ok
MAR11285,"1-Timnodnoyl-Cholesterol, Cholesterol-Ester (20:5, Delta 5,8,11,14,17) [c] <=> 1-Timnodnoyl-Cholesterol, Cholesterol-Ester (20:5, Delta 5,8,11,14,17) [l]",ok
MAR11286,"Cholesteryl Arachidonate, Cholesterol-Ester (20:4, Delta 5,8,11,14) [c] <=> Cholesteryl Arachidonate, Cholesterol-Ester (20:4, Delta 5,8,11,14) [l]",ok
MAR11287,"Cholesteryl Docosahexanoate, Cholesterol-Ester (22:6, Delta 4,7,10,13,16,19) [c] <=> Cholesteryl Docosahexanoate, Cholesterol-Ester (22:6, Delta 4,7,10,13,16,19) [l]",ok
MAR11288,hippurate [m] <=> hippurate [c],ok
MAR11289,phenylacetylglycine [m] <=> phenylacetylglycine [c],ok
MAR11290,Hexanoate (N-C6:0) [m] <=> Hexanoate (N-C6:0) [c],ok
MAR11291,Hexanoate (N-C6:0) [x] <=> Hexanoate (N-C6:0) [c],ok
MAR11292,Hexanoate (N-C6:0) [c] <=> Hexanoate (N-C6:0) [e],ok
MAR11293,Hexanoate (N-C6:0) [e] <=> ,ok
MAR11294,H2O [c] + Tetradecenoyl Coenzyme A (N-C14:1) [c] --> (9E)-tetradecenoic acid [c] + CoA [c] + H+ [c],ok
MAR11295,ATP [m] + CoA [m] + phenylacetate [m] --> AMP [m] + phenylacetyl-CoA [m] + PPi [m],ok
MAR11296,phenylacetaldehyde [c] <=> phenylacetaldehyde [m],ok
MAR11297,benzoate [c] <=> benzoate [m],ok
MAR11298,"glcnac-alpha-1,4-core 1 [c] <=> glcnac-alpha-1,4-core 1 [e]",ok
MAR11299,2.0 GSH [c] + L-Homocystine [c] <=> GSSG [c] + 2.0 homocysteine [c],ok
MAR11300,L-Homocystine [c] <=> L-Homocystine [e],ok
MAR11301,L-Homocystine [e] <=> ,ok
